,ID,Tweet,Localización,Idioma,Etiqueta,Expresión
5470,1182148332006838272,"q hacer d nuevo  la entrada  pura espuma y la gente seguir mal atendida y empezar por las q estan limandarse las uñas o arriba d algun medico  seriedad sr la puerta d entrada d la guardia esta flojita la mandar arreglar antes q se le caer encima a alguien ",buenos aires  argentina,es,0,caer encima
5471,1182137610766094337,jajajaja excelente respuesta argumentos no haber x esos lares  y peor la pasar cuando la realidad les caer encimasalutes," ",es,0,caer encima
5472,1182129055426109440,triste que tambien algunos residentes del sector se mantener pedir la tala de los arboles por miedo a que les caer encima y les dañar sus cajitas de cemento pero como le dar like a las luchas en el amazonas todo bien,medellin,es,1,caer encima
5473,1182128528659292161,en mis brazos que mejor caer encima de mi amen,venezuela,es,1,caer encima
5474,1182128504944640000,mi fantasia sexual ser ver que el karma les caer encima a las personas que me hacer mierda y ya la estar disfrutar,jardin tin tin,es,1,caer encima
5475,1182126821783023616,que se te caer encimaoseapika pika v," ",es,1,caer encima
5476,1182122883134427137,no habra un bomba atomica que le caer encima bueno desapareceria toda urss,rosario - argentina,es,0,caer encima
5477,1182117001478717440,cuantas vecser ser lo normal que el cielo se caer encima nusertro,monteros  argentina,es,0,caer encima
5478,1182106070916972545,cuidado con lo que decir  cara de sapo extriñido no ir a ser que te caer encima la mano dedios," ",es,1,caer encima
5479,1182103506578071552,lamentable no dar ni una en la checklist mencion aparte la referencia a filipinas verias las hostias que le caian al tio al llegar al traditional country cuando toda la matriarcal culture que tener le caer encima,ciudad de manila  ncr (region,es,1,caer encima
5480,1182099103037235200,huy guerrillero hp honorable parlamentario te pasastes ojalar todo la ley de dios te caer encima,colombia,es,0,caer encima
5481,1182096826058588160,todos los dias le pedir a dios que mandar un rayo y le caer encima a este imbecil  y se llevar a la viuda tambien par de estupedirs mas estupedirs y morir," ",es,1,caer encima
5482,1182082634337460226,no man el padre ir ir y arruinar todo nonono hacer que una bomba caer encima suyo y morir grax," ",es,1,caer encima
5483,1182044724389122048," lo unico que buscar ser que la sunedu no lser caer encima",lima- peru,es,0,caer encima
5484,1182032128529375232,julio cserar castaño ser el prseridente de la  no ser el dueño la junta serta regida por leyser y normativas que tendra que cumplir para que el pais no le caer encima dejar de llevarse de  para que no fracasar,la vega  dominican republic,es,1,caer encima
5485,1182016348647493632,que se llover todo ahora que el finde el unico liquido que querer que me caer encima ser alcohol,argentina,es,0,caer encima
5486,1182010094214619145,pensar muy seguido en un miedo muy random y especifico estar subir una escalera mecanica y que justo haber adelante mio un señor muy gordo se caer encima mio y todos nos caermos para atras en efecto domino," ",es,1,caer encima
5487,1182005813235404801,y a vos te encantar vivir de lo ajeno rogas para que la gente te caer encima andar deciselo directamente a nayib pero alla en el salvador atrevete," ",es,1,caer encima
5488,1182002935401717760,querer twittear algo ingenioso pero no se me ocurrir nada con que os dejar una foto de lo que medio twitter querer que le caer encima,de bilbo pues,es,1,caer encima
5489,1181985127280324608,poder volver a ganar un ondas tres tios que se dedicar a pasear por madrid romper y que tambien se les caer encima el estudio de la ser y que todo eso lo rematar asaltar la sede de upyd pues si y bien merecido que seria la temporada de la  haber comenzar fuerte,triana-sevilla-andalucia,es,1,caer encima
5490,1181984565134532608,surgir vivir en otro pais antes que lo poco que quedo de este pais en derrumbe caer encima de nosotros," ",es,1,caer encima
5491,1181968463667089408,todo desmoronar y ni pa donde coger que hptas que me caer encima," ",es,1,caer encima
5492,1181954157877575680,como coño se te ocurrir decirle a una persona a cada rato que no hacer nada bien que ser inutil que nadie le querer etc saber que tener deprserion con la excusa de que le sertas dar un consejo y aun asi serperas que no te caer encima o no tomar alguna reprseralia contra ti," ",es,1,caer encima
5493,1181946229514739712,aqui tranqui en  esperar que el ventilador me caer encima,colombia,es,0,caer encima
5494,1181938893748346882,para que la gente no lser caer encima por sercribir tweets 1 no generalizar tan indiscriminadamente 2 no hablar con soberbia si lo que decir ser una apreciacion personal 3 aceptar los diferentser puntos de vista y si no ignorenlos jaja o mejor no subir nada," ",es,1,caer encima
5495,1181934551322562560,querer ser la que este al lado tuyo cuando el mundo se te caer encima," ",es,1,caer encima
5496,1181927567865110528,que se me abrir el paquete de palomitas por debajo en el cine y que le caer encima al que esta al lado,cadiz  españa,es,0,caer encima
5497,1181916172150886401,ya no ser por quien ser sino porque imaginate sertar caminar tranquilamente por la calle y q te caer encima cenizas de un muerto," ",es,1,caer encima
5498,1181906483585458176,"apoyo al 100 que lser caer encima la justicia usar el aparato sertatal para beneficiar a su partido politico ser inadmisible ni por decir anti republicano y totalitario violar la constitucion ser hipocritas hacer exactamente lo mismo que repudiar ",uruguay,es,0,caer encima
5499,1181897510945730562,puser a mi si me dar chingos d miedo me caer encima sera bsertia ser neta," ",es,1,caer encima
5500,1181866495665725441,no escupais tan alto no os caer encimaen el pueblo de al lado gobernar el ppno ir a contaros nada que no sepais ya verdad," ",es,1,caer encima
5501,1181865351425986566,teodoro no hablar tan alto no te caer encimaen el pueblo de al lado gobernar en pppregunta," ",es,1,caer encima
5502,1182609724413480960,nah yo con esos cantazosgritos y gordura le caer encima,connecticut  usa,es,0,caer encima
5503,1182582891353493504,hoy casi me caer encima de un chico en el metro lel,madrid,es,1,caer encima
5504,1182492565251035136,wey por que en las escaleras siempre me caer encima de alguien,mexico,es,0,caer encima
5505,1182377679238119424,martina no caer encima ser solo un rt pero serto no paso todos los dias," ",es,1,caer encima
5506,1182304451366985730,casi me caer encima de un hombre en el autobus dios mio que vergüenza,sevilla  españa,es,0,caer encima
5507,1182296368431456256,hoy me caer encima del paciente de lo que me pesar la barriga,jaen  españa,es,0,caer encima
5508,1182274752393699331,seria una perdida de tiempo si le caer encima con los poderes de licenciatura en lengua inglesa y conocimiento etimologico," ",es,1,caer encima
5509,1182203328215896064,increible que nl poder dormir 1 de cada 3 dias con los putos subnormales gritones a las mil de la mañana que no se si salir del puticlub d la esquina o sus muertos pero esque un dia me tiro del 4o piso y les caer encima,españa,es,0,caer encima
5510,1182147876094447616,cb yo te caer encima con que hacer las cosas,san juan  pr,es,1,caer encima
5511,1182132316203884544,cabron como carajo te quedo sin hacer na yo le caer encima a ese wlb yo lo mato,isla del encanto,es,1,caer encima
5512,1182118077024079873,acho yo le caer encima a ese cb y hacer como el joker me hacer una sonrisa con su sangre jajajajaj,arecibo  puerto rico,es,0,caer encima
5513,1182103686690025472,el que decir que rm ser feo le caer encima cosa bien hecha que ser amar," ",es,1,caer encima
5514,1182083382324469761,acho ser que yo le caer encima de unaaaaa puñeta que rabiaaa me dar ver sertos videos la gente definitivamente no servir,luquillo  puerto rico,es,0,caer encima
5515,1182079896111243265,hoy casi me caer encima de mi ex por accidente mala suerte la q yo tener,⊱ ๑  ursita (¡!),es,1,caer encima
5516,1182052071530479622,por mi madre que estar tan encabrona que si alguien me venir a joder le caer encima sin fantasmeo puñeta,peñuelas  puerto rico.,es,0,caer encima
5517,1182044883411972099,yo le caer encima al tipo hasta que me llamar a la policia,puerto rico,es,0,caer encima
5518,1182039865925476352,weon ahora en la micro me parir y perdi el equilibrio casi me caer encima de alguien que verguenza locoo," ",es,1,caer encima
5519,1182039801954000901,lo hacer yo me chorrear todo resbalar y me caer encima una genia jajajaja,rosario  argentina,es,0,caer encima
5520,1182038514982096901,que culiao tener que esquivar a todos los chapacanas hdrmp casi me caer encima,frontera city,es,1,caer encima
5521,1182024846135480321,pero antes de la lluvia casi me caer encima de un cactus mierda,lima - peru,es,0,caer encima
5522,1182017961701396481,esta cabrona de esta clase jurar que se lo saber todo dios mio si no se callar por mami que le caer encima,00949,es,1,caer encima
5523,1181985906850488321,dios hoy me sacar sangre y me re maree casi me caer encima desp me acoste a dormir y me olvidar de gimnasia de el colegio totalmente una irresponsable,coty,es,1,caer encima
5524,1181984035033223171,3era vez en la semana que me caer encima de alguien cuando frenar el bus que esta pasar,valencia  españa,es,0,caer encima
5525,1181755020573904897,me acorde de cuando casi me caer encima tuyo cuando me estar cambiar al otro asiento," ",es,1,caer encima
5526,1181753081228341248,yo antes de que poner una bala en la recamara te caer encima te pegar tres besos y ir a ver como se te ir el mal humor corazon,buenos aires. argentina,es,0,caer encima
5527,1181746756465369088,esa haber ser la manera de adoctrinar adormecer y embrutecer mas al vzlano de a pie en q solo pedir mejoras salariales q les poner la luz o que restituir el agua jamas luchabern protestar por libertada todos y cu de esos q solo pedir migajas les caer encima por anormales,no te importa saber,es,1,caer encima
5528,1181734968407576579,odio los camiones hoy casi me caer encima de un morrito y no ser nada romantic," ",es,0,caer encima
5529,1181731247535603713,mientras no me ofender porque coma carne todo bien respetar sus ideas pero si me ofender porque no ser vegetariano y como carne pues les caer encima,una piedra,es,1,caer encima
5530,1181682716439244800,"una disculpa pa la señora que casi le caer encima en el camion me sentir debil y venia comer moscas donde querer que este le pedir perdon porque tambien la pise jsjsjs ",mexico.,es,0,caer encima
5531,1181410137929633792,nanananannananana paraparaparaparapara vos me estas decir pedazo de pj masks y la verdad que si flaco pero lo de rodar en aysa yo ya manejar la maestria 7 9000000 de puntos saber como me poner a girar y te re caer encima para ahogarte así no te esquivas nada pedazo de yzma,en la ciudad de la furia,es,1,caer encima
5532,1181398997728206850,estar que me caer encima por ser tan bruta con los telefonos," ",es,1,caer encima
5533,1181252691542122496,casi me caer encima de un señor en la guagua evidentemente estas cosas solo me pasar a mi,atrapada en el paraiso,es,1,caer encima
5534,1181237841436839937,me faltar horas de sueño la verdad estar que me caer encima de los libros,huelva  españa,es,1,caer encima
5535,1181228654380146688,que a sangyeon ni se le ocurrir cantarme going high porque le caer encima a tacleada que ruda la cancion ahre,venezuela_sonrisa de sangyeon,es,1,caer encima
5536,1181051118606077952,cb sero ser frente a casa si lo ver llamar a mi vecino impulsivo del 5to piso y le caer encima de una,puerto rico,es,0,caer encima
5537,1181026988745805825,este finde ademas de que ver al baby guaye mi carro y por poco le caer encima a la tipa ver a eris dormir en el baño jajaja,por ahi,es,1,caer encima
5538,1180998910246039557,salir con el bate que tener en casa y le caer encima," ",es,1,caer encima
5539,1180996314101927936,como el remix ser una mierda le caer encima," ",es,1,caer encima
5540,1180964294541926402,me subi cuando estar 6to grado estar alla arriba me caer encima de las rejas porq habia ser no funcionar bien su cinto de seguridad mi suerte ser que un muchacho me atajar todo el tiempo hasta que parir hasta ahora seguir arrepentida,pedro juan caballero  paraguay,es,0,caer encima
5541,1180955561254408194,amigo els juro q ahora caer encima la empezar a escuchar de vuelta ahora estpyllorando," ",es,1,caer encima
5542,1180955146181910528,la cerota de la steph me haber pasar joder le caer encima o la dejar dormir," ",es,1,caer encima
5543,1180537719480606725,e wacho yo ahi ksi m caer encima d como 3 pibitos uu pero ser re feliz ️️️️️,lanus city,es,1,caer encima
5544,1180494799650066432,yo los levantar simple me caer encima de ellos,iquique chile,es,0,caer encima
5545,1180271023876399104,ser que le caer encima de unaaaa con mi pelo si que no se jugar,bayamon pr,es,1,caer encima
5546,1180257060795101184,casi me caer encima de una pareja en el metro por no agarrarme a nada,asturies (i wish),es,1,caer encima
5547,1180250325317509121,no tener meme que representar como me reír casi me caer encima,doyoung and ten ️,es,1,caer encima
5548,1180241494965440512,if only me pagar por cada vez que me caer encima de la gente en el transporte publico,transexual transylvania,es,1,caer encima
5549,1180229645582688257,la fiserta la sertan hacer literalmente al lao de mi casa ser que me tirar por la ventana y le caer encima al señor que serta hacer pan," ",es,1,caer encima
5550,1180225938556166145,yo llegar a ver algo asi y le caer encima a ella por pendeja," ",es,1,caer encima
5551,1180150787676213248,bueno ahora yo te caer encima ya hacer tus entregas,colombia,es,0,caer encima
5552,1179956280506687488,me caer encima tuyo y que en paz descanses pq fero gordo soy," ",es,1,caer encima
5553,1179919750538899459,porque siempre poder pasar peores cosas casi me caer encima de un onnvre e ignorar mi disculpa y me estan aplastar dos gorditos que oler a sudor send una limpia," ",es,1,caer encima
5554,1179911203633729536,estar que ver a mi hermanita y le caer encima," ",es,1,caer encima
5555,1179878313055182849,mientras ir en la camioneta yo me estar dormir que casi le caer encima a maria y cuando llegar a mi casa me activo que paso pues,el avila,es,1,caer encima
5556,1179824417486057474,"  caer encima del perro cuando mis viejos se dar cuenta yo estar sangrar mi abuela ir a mirar al perro y habia quedar vizco",mi casa,es,1,caer encima
5557,1179789083360612353,oír pos me haber dao con el techo y casi me caer encima de un pipiolo de verdad menuda desgraciada," ",es,1,caer encima
5558,1179787589294927872,no ser un asteroide pero me caer encima de tú mi amor,paraguay,es,0,caer encima
5559,1179682967658078209,se poner a correr a la salida jugandogritando y tal y encima se tirar al suelo justamente delante de la puerta y claro nosotros 2 y mas gente querer salir que yuvimos q esquivarles y los padres al fondo rascandose el ombligo sin hacer nadacasi me caer encima de uno,debajo de tu cama,es,1,caer encima
5560,1179588586385133574,jajajajajajajajaja te jurar que recien caer encima te decir q te quedar lindos y todo jajajajaja," ",es,1,caer encima
5561,1179504565315612672,te caer encima y unos 980 n de peso creer que pasar factura,probablement al tren r4,es,1,caer encima
5562,1179158625052434432,perder el equilibrio me le caer encima  le romper la pija y lo mato jajajajaja mejor no,san fernando  argentina,es,0,caer encima
5563,1179105222083383296,ser a comprar baggio con flor y la pelotuda me meter la pata casi me caer encima en frente de unos pibes lpm que vergüenza,buenos aires  argentina,es,1,caer encima
5564,1182592406383923201,la verdad ser que yo tampoco lo ver asi haber que ponerse en la piel de motos a mi tener en cuenta lo que le sertaba caer encima me parecio muy valiente," ",es,1,caer encima
5565,1182484620912267265,che todo bien con los sillones y todo pero fijate si podes arreglar las paredes del nacio que se estan caer encima de los pibes literalmente kpo,buenos aires  argentina,es,0,caer encima
5566,1182468536339484673,futuro retrograsa regresar a practicas trucos mañas triquiñuelas mentiras tranzas engaños cortinas de humo arrogancia si no estas conmigo estas contra mi injusticia selectiva de hacer 90 80 70  60 años karmadriza la que nos esta caer encima a diario," ",es,1,caer encima
5567,1182446394839306240,se lanzar con fuerza caer encima de katsura y le dar varios toquecitos en el brazo a gintoki primero a comer y ya luego los regalos," ",es,1,caer encima
5568,1182434057663270912,kiko nos tirabamos al suelo el chorro ese caer encima yo asi ella,barcelona  catalunya,es,1,caer encima
5569,1182405423539859456,papi kas me reja hase de toro buajajsjajaja saltar desde el sofa hasta donde esta ella caer encima suya yia ere mia pequeñia libesillia," ",es,1,caer encima
5570,1182389055427874817,sentir que el mundo me esta caer encima matenme," ",es,1,caer encima
5571,1182380201856118784,jajajajaja y eso que diplomaticamente te informar de como te estar caer encima jajajajaja,bogota  d.c.  colombia,es,0,caer encima
5572,1182354310451093507,nah verr aca que se ver que lo disfrutar se le aventar otra verz caer encima de el mientras se reia,universe 10.┊multi-ship.,es,1,caer encima
5573,1182344260265402368,muy duro ser contar serta parte de la historia de ayudinga pero lo hacer con la serperanza de que otros pelaos en las sercuelas recordar que a pserar que a pserar de que el mundo se lser serte caer encima por el bullying al final del camino siempre haber serperanza," ",es,1,caer encima
5574,1182327738260185088,"estabamos en educacion fisica jugando fut no ser mala jugadora pero cuando un compañero intento robarme el balon accidentalmente lo piso caer encima de mi junto a otro compañero "," ",es,1,caer encima
